sentence,logit,prediction,sentiment_score
"Tesla rallies ahead of Q3 deliveries report,?",[0.36944392 0.469003   0.16155308],negative,-0.09955907
"Tesla looks to make Models 3s in China with cobalt-free batteries,?",[0.07960639 0.0082059  0.91218776],neutral,0.07140049
"Walmart eyes using Tesla Semi trucks in Canada to lower costs,?",[0.82741743 0.02230797 0.15027459],positive,0.80510944
"Auto ETFs may offer relatively cheap play on booming consumer,?",[0.2893633  0.01791665 0.69272006],neutral,0.27144665
"Tesla eyes mining lithium on its own,?",[0.04500574 0.172291   0.7827032 ],neutral,-0.12728526
"""Tesla stock may be a bit high, but will be worth more in five years - Musk"",?",[0.17812416 0.01801585 0.80386   ],neutral,0.1601083
"EPA chief rips California's plan to ban new gas-powered cars,?",[0.04160689 0.7360171  0.22237605],negative,-0.6944102
"Tesla said to be eying investment in LG Chem,?",[0.0523925  0.01730952 0.9302979 ],neutral,0.03508298
"U S  auto market share winners and losers,?",[0.14914928 0.26833984 0.5825108 ],neutral,-0.11919056
"Piedmont Lithium sky-high on sales agreement with Tesla,?",[0.861665   0.02947983 0.10885516],positive,0.83218515
"U S  auto sales to rise in September amid demand recovery,?",[0.90401894 0.03556871 0.06041226],positive,0.8684502
"CBAK Energy leads big moves in EV space,?",[0.14767785 0.01115651 0.84116566],neutral,0.13652134
"""Amazon debuts spherical new $99 Echo, security drone, game streaming service"",?",[0.71572965 0.01646828 0.26780203],positive,0.69926137
"Take the over on EVs - Morgan Stanley,?",[0.04187377 0.05460158 0.90352464],neutral,-0.012727812
"California to ban new gasoline car sales by 2035,?",[0.03701533 0.5927283  0.3702563 ],negative,-0.555713
"""Tesla -8% as network outage, Battery Day reveals and tariff lawsuit digested"",?",[0.02950052 0.9306699  0.03982959],negative,-0.90116936
"Tesla said to be experiencing 'complete network' outage,?",[0.02396154 0.88463295 0.09140555],negative,-0.8606714
"Tesla files lawsuit over China tariffs,?",[0.01991521 0.92032576 0.05975901],negative,-0.90041053
"Tesla -5% as Wall Street reactions to Battery Day start to pour in,?",[0.35106537 0.45841613 0.1905185 ],negative,-0.10735077
"""Tesla Battery Day: Promises for battery breakthroughs, $25K EV"",?",[0.3618565  0.01683412 0.6213094 ],neutral,0.34502238
"""Tesla Battery Day event on tap: Discuss, debate, dissect"",?",[0.02579176 0.02526394 0.94894433],neutral,0.0005278215
"WM Motor lands new investments as it rushes into crowded China EV market,?",[0.5349374  0.02025959 0.44480306],positive,0.51467776
"Elon Musk sets expectations for Tesla's Battery Day Event,?",[0.04932073 0.05204076 0.8986385 ],neutral,-0.0027200282
"Michigan looks to slam the door tight on direct sales,?",[0.06503045 0.53107005 0.40389952],negative,-0.4660396
"Tesla eyes starting up in India with R&amp;D center,?",[0.09568215 0.00746061 0.89685726],neutral,0.088221535
"Musk rallies the troops with 'shot at record quarter',?",[0.29436716 0.26189926 0.4437335 ],neutral,0.0324679
"""Tesla Energy to become $200B revenue business, Piper analyst predicts"",?",[0.33833292 0.0146111  0.647056  ],neutral,0.32372183
"Seeking Alpha Catalyst Watch,?",[0.05278904 0.02536338 0.9218475 ],neutral,0.027425667
"Ford aims for electric F-150 to be the blue collar winner,?",[0.5762121  0.01844323 0.40534464],positive,0.5577689
"""Retail investors had 'de minimis' impact on latest rally, BMO's Belski says"",?",[0.28870922 0.31829876 0.39299202],neutral,-0.029589534
"Tesla slips after GM ramps up EV plans,?",[0.0194681  0.94527996 0.03525196],negative,-0.9258118
"A routine Nasdaq bounce  Small caps tell a different story,?",[0.06003311 0.12930848 0.8106584 ],neutral,-0.069275364
"Tesla rallies as Battery Day approaches,?",[0.35713196 0.17248869 0.47037935],neutral,0.18464327
"""Evercore picks automakers, suppliers to gain from early valuation roll"",?",[0.14553718 0.01604872 0.8384141 ],neutral,0.12948847
"Tesla in talks to buy low carbon nickel from Canada's Giga Metals - Reuters,?",[0.29799157 0.02563176 0.67637664],neutral,0.27235982
"UBS doubles its price target on Tesla ahead of Battery Day event,?",[0.7081287  0.15554443 0.13632685],positive,0.5525843
"Tesla's profitability streak and S&amp;P 500 inclusion threatened by Musk's bonus expense,?",[0.01454055 0.9598433  0.02561621],negative,-0.9453027
"""Oppenheimer weighs prospects of Biden victory for industrial, resource names"",?",[0.13203569 0.02286868 0.84509563],neutral,0.10916701
"Tesla +5% as investors eye progress in Berlin and Austin,?",[0.84555286 0.08487786 0.06956931],positive,0.760675
"Tesla and Chinese EV stocks break higher again,?",[0.857018   0.07136297 0.07161909],positive,0.785655
"""Tesla sees biggest one-day percentage loss, off 21%"",?",[0.01550278 0.96705383 0.01744344],negative,-0.9515511
"Tesla blows off three weeks of gains with 17% drop,?",[0.01267363 0.96785975 0.01946659],negative,-0.9551861
"Tesla -12% after S&amp;P 500 snub sends shockwaves,?",[0.06114712 0.7770385  0.16181427],negative,-0.7158914
"""China's auto sales to grow slightly in next five years, industry body predicts"",?",[0.90005976 0.01513513 0.08480519],positive,0.88492465
"Tesla -4 3% as S&amp;P 500 rebalance skips automaker,?",[0.03392253 0.88476133 0.08131605],negative,-0.8508388
"Tesla cruises into correction territory,?",[0.06996349 0.6593821  0.27065444],negative,-0.58941865
"Tesla falls -7% as selling pressure extends for a second day,?",[0.02399212 0.9516977  0.0243102 ],negative,-0.9277056
"Tesla cools off finally while Bank of America cracks the code on the huge rally,?",[0.04074201 0.8611593  0.09809861],negative,-0.8204173
"Baillie Gifford lowers stake in Tesla due to concentration rule,?",[0.06477001 0.7345426  0.2006874 ],negative,-0.6697726
"Tesla is raising money  So how will shares perform if history is a guide ,?",[0.20433837 0.0116822  0.7839794 ],neutral,0.19265617
"Loeb's pivot to growth tech stocks pays off in August; Einhorn fund barely rises,?",[0.6019991  0.2801415  0.11785935],positive,0.3218576
"""History says Apple, Tesla momentum can become even more extraordinary"",?",[0.66654176 0.02684947 0.3066087 ],positive,0.6396923
"Tesla capital raise called a smart move,?",[0.40212032 0.04145776 0.55642194],neutral,0.36066258
"Tesla raising capital with at-the-market agreement for up to $5B in shares,?",[0.34847575 0.00903192 0.64249235],neutral,0.33944383
"Stock split mania continues for Tesla and Apple investors,?",[0.06200701 0.54200095 0.3959921 ],negative,-0.47999394
"Are price targets now pass챕 ,?",[0.07943447 0.06664348 0.853922  ],neutral,0.012790993
"""Apple, Tesla moves validate early split optimism as combined market caps swell by $100B"",?",[0.72784615 0.12892209 0.1432318 ],positive,0.59892404
"""Tech, consumer stocks on track to drive best August Dow, S&amp;P return in decades"",?",[0.8062176  0.03888106 0.15490131],positive,0.76733655
"How should you trade the Apple and Tesla stock splits ,?",[0.04064025 0.10520831 0.8541515 ],neutral,-0.06456806
"Overlooked bond market stars may be winners in new Fed policy,?",[0.6251748  0.04448344 0.3303418 ],positive,0.5806914
"Chinese EV upstart Xpeng raises US IPO size to $1 5B,?",[0.8848684  0.03677279 0.07835884],positive,0.8480956
"Chinese EV stocks gain as Tesla halo spreads,?",[0.26068607 0.6711588  0.0681552 ],negative,-0.41047272
"Tesla catches new Street-high price target from Jefferies,?",[0.31324333 0.06668534 0.6200713 ],neutral,0.24655798
"Elon Musk teases big battery breakthrough,?",[0.13528302 0.10467506 0.76004195],neutral,0.030607961
"One bastion of safety may offer little solace as strategist sounds alarm for 'correction',?",[0.04824432 0.80722255 0.14453319],negative,-0.75897825
"Tesla +3% after Wedbush talks up China potential again,?",[0.39322147 0.39676684 0.21001168],negative,-0.0035453737
"Tesla valuation a splitting headache for peers,?",[0.06203366 0.6988774  0.23908898],negative,-0.63684374
"Xpeng Motors aims to bring in more than $1B with IPO,?",[0.7175601  0.01011399 0.27232593],positive,0.7074461
"Global markets churn higher on vaccine hopes,?",[0.6194185  0.18719661 0.19338484],positive,0.4322219
"""Tesla cracks $2,000 as momentum redlines"",?",[0.02273095 0.9420649  0.03520411],negative,-0.91933393
"New high for Tesla as Main Street takes over for Wall Street,?",[0.33574483 0.0544146  0.6098406 ],neutral,0.28133023
"Kandi enters U S  market with economy EV models,?",[0.2875784  0.01702352 0.6953981 ],neutral,0.2705549
"Tesla locks horns with Pinduoduo over discounted Model 3s,?",[0.6856677  0.10946149 0.20487079],positive,0.5762062
"Tesla gains after catching price target boost from Wedbush,?",[0.8049457  0.14963198 0.04542232],positive,0.65531373
"""Coatue buys Boeing, adds Disney, cuts Tesla, exits Snap"",?",[0.06891379 0.41389364 0.51719254],neutral,-0.34497985
"Appaloosa (David Tepper) adds new stakes in AT&amp;T; trims Facebook position,?",[0.05630256 0.7822467  0.16145071],negative,-0.72594416
"Greenlight Capital picks up VanEck Vectors Gold Miners ETF shares,?",[0.11152051 0.14215332 0.7463262 ],neutral,-0.030632809
"""Tesla +3% after bearish takes wadded up by BofA, Morgan Stanley"",?",[0.13810216 0.7613675  0.10053037],negative,-0.6232653
"Tesla may be working on new car model made in China - report,?",[0.1005869  0.01656385 0.8828493 ],neutral,0.08402305
"GM comes in low with Cadillac Lyriq pricing,?",[0.01664613 0.93237275 0.0509811 ],negative,-0.9157266
"Bright lights on the EV sector after Tesla's stock split,?",[0.3146385  0.06743214 0.61792934],neutral,0.24720636
"Tesla +7% after firing off five-for-one split,?",[0.3541523  0.5635865  0.08226129],negative,-0.20943418
"Nikola talks disruption during appearance at JPMorgan auto conference,?",[0.02850101 0.83771414 0.13378488],negative,-0.8092131
"China auto industry comes roaring back with some help from EVs,?",[0.8333048  0.01741679 0.14927837],positive,0.81588805
"Tesla -4% with South Korea considering EV incentive change,?",[0.29985446 0.42057306 0.27957246],negative,-0.1207186
"Hyundai Motor rallies on Ioniq EV plan,?",[0.19554335 0.11468048 0.6897762 ],neutral,0.080862865
"""Chinese luxury EV maker Xpeng files for an IPO, boosting prospects for Tesla competition"",?",[0.9431244  0.01230265 0.04457289],positive,0.9308218
"How will stocks perform under different U S  election scenarios ,?",[0.05865538 0.01029394 0.93105066],neutral,0.048361436
"White House targets WeChat; Here are some of Tencent's biggest investments,?",[0.03815999 0.00799198 0.95384806],neutral,0.030168008
"Sanders goes after pandemic wealth gains as Biden moves closer on taxes,?",[0.3838534  0.2923531  0.32379347],positive,0.09150031
"""BMW talks electric vehicles, and TSLA investors are listening"",?",[0.05984507 0.01309376 0.9270612 ],neutral,0.04675131
"Story stocks lead QQQ's record-setting year as investors reach for higher multiples,?",[0.6329134  0.05548284 0.31160375],positive,0.57743055
"Greenlight Capital points to upside at Atlas Air and tricks at Tesla,?",[0.22976427 0.07294757 0.69728816],neutral,0.15681669
"U S  auto industry starts long road back with sequential improvement in July,?",[0.91772443 0.03787605 0.04439949],positive,0.87984836
"EV sector rips higher after Lordstown Motors goes public,?",[0.5339272  0.3487789  0.11729386],positive,0.1851483
"PG&amp;E and Tesla break ground on energy storage project,?",[0.6900523  0.0569933  0.25295448],positive,0.63305897
"Tesla to challenge Toyota and Volkswagen on volume - Morgan Stanley,?",[0.5731112  0.21836492 0.20852384],positive,0.35474625
"""Tesla open to licensing software, supplying batteries to other automakers"",?",[0.07542723 0.00498505 0.91958773],neutral,0.070442185
"""Solar ETF surges by gold, tech in scorching month"",?",[0.4073617  0.26267233 0.32996598],positive,0.14468935
"Tesla gets a callout from China's ambassador to the U S ,?",[0.49910057 0.24853797 0.25236142],positive,0.2505626
"BMW seen hitting some potholes in electrification push,?",[0.04092789 0.8216695  0.1374026 ],negative,-0.78074163
"Tesla -3% after runaway valuation sends Bernstein to the bear camp,?",[0.02851137 0.9218524  0.04963619],negative,-0.89334106
"Tesla hailed as autonomous rides leader in threat to Uber and Lyft,?",[0.17198767 0.11837307 0.7096393 ],neutral,0.053614594
"""Tesla sues Rivian for theft of trade secrets, saying employees took confidential docs when leaving Tesla"",?",[0.02212465 0.9053661  0.0725093 ],negative,-0.8832415
"""Geopolitical tension strains EV stocks like Tesla, Nio after momentous run"",?",[0.0157701  0.95216674 0.0320632 ],negative,-0.93639666
"Huge Tesla bear says automaker will  쁥emorrhage cash  this year,?",[0.26441082 0.32478142 0.4108078 ],neutral,-0.060370594
"Tesla's hunt for nickel could be a big opportunity for a miner,?",[0.18823281 0.01823592 0.7935313 ],neutral,0.16999689
"Analysts buzz over Tesla results after another profitable quarter,?",[0.48962775 0.34403992 0.16633236],positive,0.14558783
"Tesla earnings call: Austin confirmed as next Gigafactory site,?",[0.11291151 0.01323976 0.87384874],neutral,0.09967175
"Tesla +6% after Q2 profit sets it up for S&amp;P 500 inclusion,?",[0.4865484  0.3892272  0.12422447],positive,0.09732118
"Tesla beats on revenue,?",[0.4711979  0.22840106 0.300401  ],positive,0.24279684
"Tesla earnings on tap with S&amp;P 500 inclusion a wildcard,?",[0.6891766  0.088797   0.22202638],positive,0.60037965
"Bill Ackman bought a Tesla  Separately says he's short high yield names,?",[0.05857375 0.25636932 0.6850569 ],neutral,-0.19779557
"Tesla Q2 2020 Earnings Preview,?",[0.08744396 0.309172   0.603384  ],neutral,-0.22172806
"Elon Musk qualifies for another $2 1B payday,?",[0.24228401 0.1290685  0.6286475 ],neutral,0.11321552
"Tesla looks pricey vs  Apple and Amazon at the $300B marker,?",[0.15726198 0.3047785  0.5379595 ],neutral,-0.1475165
"Tesla +3% as it shakes off another sell-side downgrade,?",[0.35356456 0.5847254  0.0617101 ],negative,-0.23116082
"Tesla guns for record Q3 as shares gain another 10%,?",[0.8531988  0.0673412  0.07945999],positive,0.7858576
"New Tesla bear: 'look out below' if GAAP profit eludes,?",[0.1471224  0.22145778 0.63141984],neutral,-0.07433538
"Xpeng Motors raises more money for EV push,?",[0.7343255  0.0283437  0.23733073],positive,0.70598185
"Tesla momentum prompts Credit Suisse to double its price target,?",[0.6728547  0.14965013 0.17749512],positive,0.52320457
"Small biotech takes a ride higher with Tesla,?",[0.24604413 0.03903341 0.7149225 ],neutral,0.20701072
"Texas county OKs $14M-plus in Tesla tax breaks for factory,?",[0.3909728  0.36266235 0.24636489],positive,0.028310448
"Musk: 'Wow' on Tesla's price target boost from Piper,?",[0.8907699  0.02894031 0.08028982],positive,0.8618296
"Tesla +6% after report of Chongqing interest,?",[0.09629966 0.73560244 0.16809788],negative,-0.6393028
"Tesla short sellers may be key to stock's momentum,?",[0.22941768 0.03754431 0.733038  ],neutral,0.19187337
"Market pares gains as momentum stocks lose some steam,?",[0.01468709 0.955355   0.0299579 ],negative,-0.9406679
"Buying frenzy on Tesla stays energized,?",[0.66611916 0.08193401 0.2519468 ],positive,0.5841851
"Tesla sets sights on $2K as another bear bails,?",[0.19208072 0.11818479 0.6897345 ],neutral,0.07389593
"""Tesla drops prices again, cuts Model Y by $3,000"",?",[0.02525364 0.91455036 0.06019605],negative,-0.8892967
"Li Auto to trade in the U S  as investor interest in EVs soars,?",[0.5796859  0.06073017 0.35958385],positive,0.51895577
"""Tesla crosses $1,500 mark for the first time"",?",[0.5845981  0.04904847 0.36635345],positive,0.53554964
"Market gains traction midday as momentum stocks take off,?",[0.77708423 0.15000223 0.07291351],positive,0.627082
"Rivian looks to be the next EV disruptor after landing new investments,?",[0.10392471 0.01213974 0.8839356 ],neutral,0.09178497
"Tesla poised to electrify S&amp;P 500 - Reuters,?",[0.5937045  0.02777238 0.37852308],positive,0.56593215
"Valuation expert on Tesla: 'left a lot of money' on the table,?",[0.05585644 0.2307451  0.71339846],neutral,-0.17488867
"Tesla 'very close' to level 5 self-driving technology,?",[0.28673616 0.01874515 0.6945187 ],neutral,0.267991
"""Robinhood trading trends favor Tesla, Berkshire, Robintrack founder says"",?",[0.10416082 0.02402759 0.8718116 ],neutral,0.08013323
"China auto sales drop in June,?",[0.00985812 0.96901023 0.02113163],negative,-0.9591521
"Sunrun deal for Vivint to top Tesla as rooftop solar juggernaut,?",[0.24391021 0.01666232 0.73942745],neutral,0.22724788
"Tesla bears capitulate for the near term,?",[0.04604623 0.5795077  0.37444606],negative,-0.53346145
"Tesla market cap crown brings focus on valuation,?",[0.12831764 0.03472731 0.8369551 ],neutral,0.09359033
"""Tesla +6% after JMP hikes price target to $1,500"",?",[0.5371053  0.24564506 0.21724954],positive,0.29146028
"Musk teases Tesla shortsellers with 'Short Shorts',?",[0.03880793 0.7623292  0.19886285],negative,-0.7235213
"Musk tweaks SEC again with Tesla shares cruising,?",[0.36181158 0.22338456 0.41480383],neutral,0.13842702
"Tesla revamps plan for Giga Berlin,?",[0.0476809 0.1375363 0.8147828],neutral,-0.0898554
"Tesla Q2 deliveries top 90K vs  83K estimate; shares up 10%,?",[0.89698285 0.08015091 0.02286626],positive,0.81683195
"Some clean energy ETFs shine in brutal first half for fossil fuels,?",[0.10128925 0.01072511 0.8879856 ],neutral,0.09056414
"Tesla rallies more to become the most valuable automaker,?",[0.87662435 0.046878   0.07649758],positive,0.82974637
"""Tesla investors frontrun deliveries report, potential S&amp;P 500 inclusion"",?",[0.10409257 0.03682622 0.85908115],neutral,0.067266345
"Germany called a bright spot for Tesla,?",[0.08345071 0.05065568 0.86589366],neutral,0.032795034
"'Breaking even is looking super tight' - Musk,?",[0.06228772 0.5434258  0.39428642],negative,-0.48113808
"EV pickups look for mainstream appeal,?",[0.0591437  0.00909835 0.9317579 ],neutral,0.05004535
"EV names lead auto sector higher,?",[0.9128989  0.02820829 0.05889286],positive,0.8846906
"Tesla seen topping Q2 deliveries expectations,?",[0.90972173 0.05046321 0.03981503],positive,0.85925853
"Sector Watch: Can Tesla deliveries lead autos as incentives wane ,?",[0.5864475  0.18043138 0.23312117],positive,0.4060161
"Bezos a copycat - Elon Musk comments on Amazon's Zoox purchase,?",[0.03056662 0.09802347 0.8714099 ],neutral,-0.06745685
"Amazon drives into autonomous vehicle chase with Zoox acquisition,?",[0.56283224 0.01332229 0.4238455 ],positive,0.54950994
"Tesla workers claim they were terminated for safety complaints,?",[0.01201989 0.9670379  0.02094221],negative,-0.95501804
"Stage is set for the 2021 Ford F-150,?",[0.05451838 0.0144358  0.9310458 ],neutral,0.040082585
"Dodge shocks with top overall quality marks from J D  Power,?",[0.66397053 0.06103747 0.27499202],positive,0.60293305
"NHTSA probes Tesla over Model S touchscreens,?",[0.02341793 0.8755881  0.10099394],negative,-0.85217017
"Wait for a better entry point on Tesla - Morgan Stanley,?",[0.06779299 0.02068838 0.9115187 ],neutral,0.047104612
"Nevada supports clean car program,?",[0.22731902 0.01593257 0.75674844],neutral,0.21138646
"Cybertruck expected to hit the market strong,?",[0.7037702  0.06603894 0.23019083],positive,0.6377313
"Tesla expected to offer 7-seat Model Y,?",[0.069107   0.00767969 0.9232133 ],neutral,0.061427303
"""Tesla will postpone annual meeting, Musk says"",?",[0.0297328  0.72972375 0.24054351],negative,-0.6999909
"J P  Morgan favors these names for the stunning auto-sales recovery,?",[0.31825033 0.0200116  0.6617381 ],neutral,0.29823872
"JPMorgan pitches a tent in the Tesla bear camp,?",[0.0333748  0.10181796 0.86480725],neutral,-0.06844316
"BMW and Mercedes go down different self-driving roads,?",[0.03174774 0.05630162 0.91195065],neutral,-0.024553876
"Tesla pushes for sweet deal in Texas,?",[0.18143745 0.03883346 0.7797291 ],neutral,0.142604
"Tesla widening the gap with peers - Jefferies,?",[0.75548005 0.07591993 0.16860008],positive,0.6795601
"Board drama at Tesla as shares near $1K again,?",[0.07332244 0.7982064  0.12847121],negative,-0.724884
"Tesla gets a pass for drop in California demand,?",[0.0353362  0.9223354  0.04232851],negative,-0.8869992
"""Tesla's California registrations fell 37% in recent months, the WSJ reports"",?",[0.00999304 0.97767776 0.01232916],negative,-0.96768475
"Model Y complaints start to stack up,?",[0.06703062 0.4804112  0.45255825],negative,-0.4133806
"Glencore to sell cobalt to Tesla for new car plants - FT,?",[0.04856889 0.03921957 0.91221154],neutral,0.00934932
"Austin closes in on Tesla plant offer,?",[0.08655819 0.29354978 0.619892  ],neutral,-0.20699158
"Biggest increase in three years for EV charging points,?",[0.8943701  0.0127659  0.09286406],positive,0.8816042
"Main Street has killed Wall Street during this rally  Here are the stocks they're buying,?",[0.0442716 0.3332743 0.6224541],neutral,-0.28900272
"EV semis move toward proof of concept,?",[0.52165174 0.03396215 0.4443861 ],positive,0.48768958
"""Tesla cut at Morgan Stanley on Amazon, China risk"",?",[0.04193852 0.8013783  0.15668313],negative,-0.75943977
"GM over Tesla for the near term - Goldman Sachs,?",[0.0452054  0.33273652 0.6220581 ],neutral,-0.28753114
"Nowhere to hide in auto sector today,?",[0.05567431 0.5866194  0.35770634],negative,-0.53094506
"China Model 3s approved with LFP batteries,?",[0.07925291 0.01186351 0.9088836 ],neutral,0.067389406
"""Tesla tops $1,000"",?",[0.21268979 0.05980234 0.7275079 ],neutral,0.15288745
"""Tesla nears $1,000 as investors eye Semi, China potential"",?",[0.32410884 0.12250059 0.55339056],neutral,0.20160824
"Tesla tagged with higher price target at Wedbush,?",[0.6011988  0.06818835 0.33061287],positive,0.5330104
"Time for a Nikola Tesla ETF ,?",[0.07504866 0.04769186 0.8772595 ],neutral,0.027356803
"Tesla just getting started - Ron Baron,?",[0.03525904 0.057038   0.907703  ],neutral,-0.02177896
"Musk says Model Y facing production and supply chain issues,?",[0.02429937 0.9339815  0.04171912],negative,-0.9096821
"Tesla +4% on strong bullish vibe,?",[0.44967866 0.47846618 0.07185517],negative,-0.028787524
"Tesla China model 3 sales volume triples in May,?",[0.75675887 0.1280681  0.11517303],positive,0.6286908
"""Tesla's Musk throws down on Amazon, calls for breakup"",?",[0.03383128 0.7433305  0.22283821],negative,-0.7094992
"Siemens-AES JV plans massive Tesla-beating lithium ion batteries,?",[0.20575133 0.01179705 0.7824517 ],neutral,0.19395427
"Germany ramps up EV incentives,?",[0.7572158  0.02185269 0.22093152],positive,0.7353631
"Nikola goes public via VectoIQ merger,?",[0.0337788  0.04603696 0.9201842 ],neutral,-0.012258157
"GM plots electric van to preempt Tesla,?",[0.03039929 0.8025674  0.16703324],negative,-0.77216816
"Cities push ahead with Tesla truck factory pursuit,?",[0.12572828 0.01889357 0.85537815],neutral,0.10683471
"China auto sales gain for second month in a row,?",[0.7721898  0.19612838 0.03168176],positive,0.5760614
"Rocket boost for Tesla,?",[0.05501991 0.12032532 0.8246548 ],neutral,-0.06530541
"Tesla expected to deliver Model Ys faster,?",[0.4560954 0.0414466 0.502458 ],neutral,0.4146488
"SpaceX liftoff a success after week's earlier scrapping,?",[0.8758691  0.06549959 0.05863141],positive,0.8103695
"EV sales forecast to soar in 2021,?",[0.2181634  0.08940965 0.692427  ],neutral,0.12875375
"SpaceX borrows some Tesla employees,?",[0.03306259 0.10157195 0.86536545],neutral,-0.06850937
"Elon Musk earns $775M performance-based payout,?",[0.35758007 0.06990498 0.57251495],neutral,0.28767508
"""In volatile market, Morgan Stanley chooses secular growth winners"",?",[0.16008712 0.01865648 0.82125646],neutral,0.14143065
"Tesla catches PT boost from Wedbush,?",[0.55506176 0.18898046 0.25595775],positive,0.3660813
"""Tesla to cut prices for some models in North America, China"",?",[0.04631594 0.89724535 0.05643874],negative,-0.8509294
