sentence,logit,prediction,sentiment_score
"""Apple roundup: 5G iPhone production ramps, analysts disagree on growth potential"",?",[0.02840283 0.9080173  0.06357989],negative,-0.8796145
"""Italy probes Apple, Google and Dropbox cloud storage services"",?",[0.03598351 0.10883714 0.8551793 ],neutral,-0.07285364
"Epic makes another attempt at reversing 'Fortnite' App Store ban,?",[0.1944911  0.1490037  0.65650517],neutral,0.045487404
"Weekly Wrap: Microsoft hit harder than Apple by the tech shakeout,?",[0.03232783 0.93007195 0.03760025],negative,-0.8977441
"Apple market cap falls below $2T; Fab 5 shed $900B in two days,?",[0.01456304 0.9639932  0.02144378],negative,-0.94943017
"Apple under scrutiny from Japan's FTC amid Epic row,?",[0.01550123 0.95093524 0.03356351],negative,-0.93543404
"Apple confirms it's delaying privacy measures in iOS 14,?",[0.05768793 0.67761964 0.26469246],negative,-0.6199317
"Apple on pace for biggest one-day drop in market cap in history at $150B,?",[0.0176061  0.95670485 0.02568909],negative,-0.9390988
"Not your average rotation; risky recovery plays getting tech money,?",[0.04834655 0.12854289 0.8231106 ],neutral,-0.080196336
"Apple said to delay iOS privacy change upsetting ad market - report,?",[0.02326627 0.91237086 0.06436282],negative,-0.8891046
"Big Tech responds to European tech taxes by passing on fees,?",[0.07643797 0.00817052 0.91539156],neutral,0.06826744
"VirnetX validates motion for relief from judgment brought by Apple,?",[0.25954324 0.22740115 0.5130556 ],neutral,0.032142088
"""History says Apple, Tesla momentum can become even more extraordinary"",?",[0.66654176 0.02684947 0.3066087 ],positive,0.6396923
"""Google, Apple building COVID-19 notifications straight into phones this month"",?",[0.19855474 0.02589224 0.77555305],neutral,0.1726625
"""Apple price targets raised on upside drivers, momentum"",?",[0.5104057  0.06782573 0.42176852],positive,0.44257998
"Apple expects 75-80M 5G iPhone units this year - Bloomberg,?",[0.08467954 0.0159972  0.8993233 ],neutral,0.06868234
"Stock split mania continues for Tesla and Apple investors,?",[0.062007   0.54200083 0.39599213],negative,-0.47999382
"""Baupost clients' skepticism of famed value fund grows, new findings show"",?",[0.29614192 0.11426228 0.58959585],neutral,0.18187964
"""Apple, Tesla moves validate early split optimism as combined market caps swell by $100B"",?",[0.72784615 0.12892209 0.1432318 ],positive,0.59892404
"Comcast turns attention to smart-TV competition,?",[0.03524693 0.05509802 0.9096551 ],neutral,-0.019851092
"How should you trade the Apple and Tesla stock splits,?",[0.04064025 0.10520835 0.85415137],neutral,-0.0645681
"Publishers face hit from upcoming Apple privacy controls,?",[0.02106348 0.9438662  0.03507029],negative,-0.9228027
"Apple terminates Epic Games' developer account,?",[0.02077585 0.83630425 0.1429199 ],negative,-0.8155284
"""Facebook's Zuckerberg fires at Apple over App Store, ad changes"",?",[0.02208268 0.8931331  0.08478424],negative,-0.8710504
"Roku tags all-time high as DB survey reinforces leadership,?",[0.8296887  0.0842439  0.08606732],positive,0.74544483
"""Facebook says Apple wouldn't let it notify purchasers about its 30% cut, claimed it was &quot;irrelevant&quot;"",?",[0.04515661 0.7842689  0.17057441],negative,-0.7391123
"FAANG (S) A surging Salesforce makes its case for tech titan inclusion,?",[0.61935997 0.05643936 0.3242007 ],positive,0.56292063
"Facebook says new iOS update could trim in-app ad business by more than half,?",[0.02167504 0.9435067  0.0348182 ],negative,-0.92183167
"Apple planning AR features for TV+ - Bloomberg,?",[0.0293705  0.03418135 0.93644816],neutral,-0.004810849
"""Apple's newest Street-high price target, $700 bull case"",?",[0.12644754 0.01949172 0.8540607 ],neutral,0.10695583
"Apple buys VR firm that creates immersive Zoom calls,?",[0.0920868  0.01156393 0.89634925],neutral,0.080522865
"Apple opening first online store in India - Bloomberg,?",[0.44419175 0.03127831 0.52452993],neutral,0.41291344
"""Apple can block 'Fortnite' from App Store (for now), but not Unreal Engine - judge"",?",[0.0436734  0.5697379  0.38658863],negative,-0.5260645
"Apple's iPhones in China safe from WeChat impact - Wedbush,?",[0.3442145  0.1718412  0.48394436],neutral,0.1723733
"Microsoft tells court Apple-Epic fight could hurt its games,?",[0.01400261 0.95816135 0.02783611],negative,-0.94415873
"Apple gets Street-high price target at Morgan Stanley on ecosystem strength,?",[0.440104   0.23730262 0.32259327],positive,0.20280139
"""Apple/CBS, Verizon/Disney chip away at old TV bundle"",?",[0.04646479 0.340404   0.6131312 ],neutral,-0.29393923
"What's powering small cap value ETFs A relentless US consumer,?",[0.10147674 0.15447418 0.7440491 ],neutral,-0.05299744
"Apple tells court Epic Games requested special treatment,?",[0.11366637 0.11766032 0.76867324],neutral,-0.003993951
"""Apple, Google, Roku join as distribution partners for 'Mulan'"",?",[0.19879553 0.00701996 0.7941845 ],neutral,0.19177556
"""News publishers jump into Apple fray, criticizing App Store terms"",?",[0.02720121 0.88281554 0.08998325],negative,-0.8556143
"DOJ antitrust unit to shake up operations for better oversight - WSJ,?",[0.05506169 0.7550717  0.1898666 ],negative,-0.70001
"Epic-Apple judge ruled for Apple in similar 2013 case,?",[0.10894119 0.6516098  0.23944901],negative,-0.5426686
"Apple tops $2 trillion in market cap,?",[0.39326787 0.10663831 0.5000938 ],neutral,0.28662956
"Apple facing strong iPhone upgrade cycle in China - Morgan Stanley,?",[0.8831497  0.04893366 0.06791662],positive,0.834216
"Apple builds out streaming radio to take on Spotify,?",[0.48278856 0.01990854 0.49730286],neutral,0.46288002
"""Apple TV Plus offers first bundle, with CBS/Showtime"",?",[0.39330724 0.01368676 0.593006  ],neutral,0.3796205
Buffett finds profits - not religion - in GOLD.,[0.1283145 0.0222801 0.8494054],neutral,0.1060344
"""Facebook criticizes Apple store fees, joining growing dispute"",?",[0.01897719 0.93656474 0.04445799],negative,-0.9175876
"""Epic Games sues Google after 'Fortnite' removal from Play store, and draws allies"",?",[0.01558775 0.94708174 0.0373305 ],negative,-0.931494
"""ViacomCBS zooms in on streaming rebrand, and isn't opposed to company sale - FT"",?",[0.16599868 0.0103727  0.8236286 ],neutral,0.15562598
"Apple sued by Epic Games after removing Fortnite from App Store,?",[0.01458274 0.9532498  0.03216747],negative,-0.93866706
"""Apple creating TV+ bundle with CBS All Access, Showtime - Bloomberg"",?",[0.4222832  0.01206002 0.5656568 ],neutral,0.4102232
"Apple planning $5.5B bond sale - Bloomberg,?",[0.03629198 0.03969603 0.924012  ],neutral,-0.003404051
"Apple plans Services bundles with fitness app; Peloton shares drop,?",[0.01018519 0.9725696  0.01724532],negative,-0.9623844
"WeChat ban challenges Apple's $44B market in China,?",[0.02521688 0.9174249  0.05735824],negative,-0.89220804
"Chinese smartphone demand plunge could hurt Apple - Evercore,?",[0.01284999 0.96803814 0.01911177],negative,-0.95518816
"Apple signs first-look deal with Martin Scorsese,?",[0.4457227  0.03176726 0.5225101 ],neutral,0.41395545
"""Shell Asset adds Microsoft, cuts Apple, exits Anglogold Ashanti"",?",[0.03212337 0.8125272  0.15534943],negative,-0.7804038
"Apple's iPhone shipments could fall 30% on WeChat ban - analyst,?",[0.01000054 0.97622764 0.01377185],negative,-0.9662271
"Apple gets Street-high price target with $600 bull case,?",[0.3541501  0.08919044 0.55665946],neutral,0.26495963
"How will stocks perform under different U.S. election scenarios,?",[0.05763473 0.01105674 0.93130857],neutral,0.046577998
"""Goldman sounds off on tech again, says vaccine approval could spark rotation"",?",[0.39364567 0.03460783 0.57174647],neutral,0.35903785
"Tech war escalates as Washington unveils 'Clean Network' program,?",[0.13492602 0.60566676 0.25940722],negative,-0.47074074
"Apple downgraded at BofA on risk/reward profile,?",[0.02552782 0.9159705  0.05850165],negative,-0.89044267
"Apple marketing chief Phil Schiller steps aside,?",[0.03592222 0.57551026 0.38856748],negative,-0.53958803
"Apple expressing interest in TikTok - Axios,?",[0.08710545 0.01901116 0.89388347],neutral,0.06809428
"M&amp;A ignites dormant tech giant and ETFs from the QQQs to the ESG ETF 'SUSL',?",[0.08210886 0.07774446 0.84014666],neutral,0.004364401
"Microsoft and Apple take Nasdaq to another all-time high,?",[0.7118216  0.10072357 0.18745477],positive,0.61109805
"Apple's new mobile payments deal could take on Square - Bloomberg,?",[0.03535567 0.03403143 0.9306129 ],neutral,0.001324244
"Tech keeps climbing as more benefit from megacap mania: At the Open,?",[0.387056   0.08723751 0.52570647],neutral,0.2998185
"Apple sued in China over voice assistant patent,?",[0.01316605 0.9559248  0.03090923],negative,-0.94275874
"""Apple, Amazon, Microsoft, Google and Facebook confound index skeptics, as their earnings beats drive the S&amp;P 500 to even greater concentration"",?",[0.17087835 0.5019193  0.3272023 ],negative,-0.33104098
"""Apple purges 30,000 apps from its China store"",?",[0.01521999 0.91176397 0.07301608],negative,-0.896544
"Megacap tech surge forces a rethink: fundamentals or multiple expansion,?",[0.17124255 0.03441007 0.79434735],neutral,0.13683248
"India makes big push for smartphone production,?",[0.6781648  0.02466056 0.2971746 ],positive,0.6535042
"""Facebook surge leads tech megacaps higher, but Alphabet stumbles"",?",[0.08070119 0.8823962  0.03690257],negative,-0.80169505
"""Apple targets lifted on pandemic resilience, 5G iPhone"",?",[0.44836172 0.06176665 0.4898716 ],neutral,0.38659507
"""Big tech - Apple, Amazon, Facebook, Alphabet show rally was no fluke"",?",[0.10723399 0.05258198 0.84018403],neutral,0.054652013
"Apple confirms iPhone 12 delay,?",[0.04719133 0.77905744 0.17375119],negative,-0.7318661
"""Apple jumps as iPhone beats expectations, lifting Skyworks and other peers"",?",[0.9117854  0.02830114 0.05991351],positive,0.8834843
"""Apple EPS beats by $0.51, beats on revenue, iPhone revenue tops consensus, shares up 5%"",?",[0.9104516  0.05153079 0.03801766],positive,0.8589208
"Apple declares $0.82 dividend,?",[0.05922789 0.6406952  0.30007693],negative,-0.58146733
"Google sets Pixel 4a announcement for Monday,?",[0.04112581 0.120428   0.8384462 ],neutral,-0.079302184
"""Apple FQ3: Watch for 5G iPhone delay, Q4 outlook"",?",[0.03506573 0.73845136 0.22648296],negative,-0.70338565
"""Amazon, Google, Apple and Facebook report earnings after the close"",?",[0.07512586 0.10323856 0.82163554],neutral,-0.028112702
"Samsung slump sees Huawei become world's biggest smartphone vendor,?",[0.74657583 0.05209184 0.20133229],positive,0.694484
"""Qualcomm +13% on FQ3 beats, Huawei settlement"",?",[0.17325452 0.25454837 0.57219714],neutral,-0.08129385
"Apple facing multi-state probe for iPhone throttling - Reuters,?",[0.02226328 0.8910909  0.08664583],negative,-0.86882764
"Apple Q3 2020 Earnings Preview,?",[0.0565542  0.28017393 0.6632719 ],neutral,-0.22361973
"Key House tech antitrust hearing under way after delay (updated),?",[0.04208205 0.20505492 0.75286305],neutral,-0.16297287
"""CEOs of Amazon, Google, Apple and Facebook testify before Congress"",?",[0.02394485 0.02664694 0.9494082 ],neutral,-0.002702093
"Apple's iPhone 11 goes into production in India,?",[0.07926838 0.03083009 0.8899015 ],neutral,0.04843829
"Apple leaks reveal upcoming product launch dates,?",[0.03209059 0.50151414 0.46639532],negative,-0.46942356
"New Oprah series coming to Apple TV+,?",[0.13403168 0.02156309 0.84440523],neutral,0.11246859
"Apple removed from JPMorgan's Analyst Focus List before earnings,?",[0.01671606 0.92982996 0.05345388],negative,-0.9131139
"""Ahead of testimony, Facebook, Twitter, Snapchat under fire from Presidential campaigns"",?",[0.02962731 0.72589624 0.2444765 ],negative,-0.6962689
"House's tech antitrust hearing reset for Wednesday,?",[0.0394414 0.4179524 0.5426062],neutral,-0.37851098
"House delays high-profile tech antitrust hearing,?",[0.02275096 0.87640065 0.10084847],negative,-0.8536497
"Apple's new bear says fundamentals don't support rally,?",[0.03707427 0.8356346  0.12729119],negative,-0.7985603
"Return of big sports set to move money flows around media names,?",[0.19799311 0.01415882 0.78784806],neutral,0.1838343
"House's tech-antitrust hearing likely headed for delay,?",[0.02667787 0.8293273  0.14399491],negative,-0.80264944
"""Apple -4%, facing consumer protection probe - Axios"",?",[0.27373484 0.34679425 0.37947094],neutral,-0.07305941
"Investors should 'avoid' Apple stock - Goldman Sachs,?",[0.04091538 0.5555534  0.40353128],negative,-0.514638
"""Apple defends its 30% App Store fee from antitrust scrutiny, pointing to Microsoft and Amazon"",?",[0.4358636  0.096595   0.46754146],neutral,0.33926862
"Apple wasn't interested in Arm purchase - Bloomberg,?",[0.02771614 0.03506512 0.9372187 ],neutral,-0.007348975
"Reinvention separates megacaps from dot-com??winners JMP??Lehmann,?",[0.15876609 0.380442   0.46079192],neutral,-0.2216759
"""Apple, Amazon face antitrust probe in Italy"",?",[0.01929619 0.9140256  0.06667817],negative,-0.89472944
"Apple commits to be 100% carbon neutral by 2030,?",[0.19651483 0.00791646 0.79556865],neutral,0.18859838
"Tesla looks pricey vs. Apple and Amazon at the $300B marker,?",[0.15536417 0.28725258 0.55738324],neutral,-0.1318884
"Apple's Q2 sales driven by iPhone SE,?",[0.16923745 0.1118802  0.7188824 ],neutral,0.05735725
"Weekly Wrap: Retail Holds Its Own Without Amazon,?",[0.03406246 0.04693286 0.91900474],neutral,-0.012870409
"Apple opens Beijing megastore amid U.S. criticism,?",[0.0362661  0.8337636  0.12997036],negative,-0.7974975
"""Apple gains iPhone assemblers in India, China"",?",[0.37411523 0.02718804 0.5986967 ],neutral,0.3469272
"Barr warns companies on pushing China's agenda; White House ponders travel ban,?",[0.03108195 0.86622745 0.10269057],negative,-0.8351455
"EU antitrust watchdog probing voice assistants,?",[0.03849699 0.4676234  0.4938796 ],neutral,-0.4291264
"Apple target raised on 5G and Services potential,?",[0.35264367 0.03473899 0.6126173 ],neutral,0.31790468
"These big tech names are integral to Fund's S&amp;P-beating strategy,?",[0.10892107 0.00614568 0.88493323],neutral,0.102775395
"""Apple News upgrades with audio stories, local content, recap show"",?",[0.02712329 0.03553266 0.9373441 ],neutral,-0.008409372
"Apple target multiple raised at BofA on Services growth,?",[0.30287424 0.06434388 0.63278186],neutral,0.23853035
"""Apple price target raised on services, wearable drivers"",?",[0.4166826  0.09574182 0.4875755 ],neutral,0.3209408
"Apple wins appeal against 3B EU tax demand,?",[0.5320167  0.37072617 0.09725713],positive,0.16129053
"""Evercore sees Q2 bottom for these IT hardware names, but how big a rebound"",?",[0.10830269 0.6337635  0.25793374],negative,-0.5254608
"Apple shifts retail staff to remote work,?",[0.0191062  0.9031978  0.07769596],negative,-0.8840916
"Market pares gains as momentum stocks lose some steam,?",[0.0146871  0.955355   0.02995792],negative,-0.94066787
"Apple hits new record after Street-high target,?",[0.47424272 0.23106468 0.29469258],positive,0.24317804
"Apple price target raised on iPhone trade-in programs,?",[0.06985428 0.55466074 0.375485  ],negative,-0.48480645
"Megacaps rejoin the party with stocks set for broad-based rally,?",[0.366024   0.11301126 0.5209647 ],neutral,0.25301272
"Apple increasing Q3 MacBook orders by 20% - DigiTimes,?",[0.89304584 0.0655404  0.04141375],positive,0.82750547
"""Deconstruct FAANG stocks, and the 'N' should be replaced with another"",?",[0.09224724 0.0571586  0.85059416],neutral,0.03508864
"""Apple, Foxconn producing AR lenses - The Information"",?",[0.0244652  0.03494676 0.94058806],neutral,-0.010481555
"MacBook Pro with in-house chips coming in Q4 - analyst,?",[0.05276833 0.0123127  0.93491894],neutral,0.040455632
"""HP, Lenovo top Q2 global PC shipments"",?",[0.3507742  0.16321225 0.4860136 ],neutral,0.18756194
"""These 2020 double-digit tech gainers may have ~20% to go, Wedbush says"",?",[0.19055101 0.02567017 0.7837788 ],neutral,0.16488084
"""Apple roundup: repair program expands, U.S. stores lead closures"",?",[0.01568361 0.94353676 0.04077959],negative,-0.92785317
"Apple price target raised despite rally nervousness,?",[0.6987532  0.14931384 0.151933  ],positive,0.5494393
"Apple's Irish tax appeal reaching decision next week,?",[0.14945704 0.22819516 0.6223478 ],neutral,-0.07873812
"Apple makes up 43% of Berkshire Hathaway's portfolio,?",[0.02252068 0.01304729 0.96443206],neutral,0.009473387
"Apple's iPhone 12 will 'fall short' of supercycle - Nomura,?",[0.09605137 0.6073753  0.2965733 ],negative,-0.5113239
"Apple price target raised despite forecast concern,?",[0.6525731  0.1897917  0.15763527],positive,0.46278143
"Apple sticking with OLEDs for 5G iPhones - Nikkei,?",[0.55008036 0.11133445 0.33858517],positive,0.43874592
"""Twitter, Facebook to face free speech test in Hong Kong"",?",[0.11745086 0.15952833 0.7230208 ],neutral,-0.042077467
"Big Tech CEOs set to testify before Congress,?",[0.05418841 0.06124176 0.8845699 ],neutral,-0.007053357
"Apple re-closes 30 more U.S. stores,?",[0.01809624 0.93844974 0.04345394],negative,-0.92035353
"""Apple roundup: Target boost before earnings, $120M film acquisition"",?",[0.28974196 0.03393992 0.6763181 ],neutral,0.25580204
"Apple blocks thousands of game updates in China,?",[0.01377902 0.9411353  0.0450857 ],negative,-0.92735624
"Apple accelerates 5G iPhone mass production - Nikkei,?",[0.75496346 0.05148483 0.19355173],positive,0.70347863
"Apple Arcade cancels games in strategy shift - Bloomberg,?",[0.01923793 0.89555967 0.08520231],negative,-0.87632173
"Shipment estimates cut for Apple's 5G iPhones - Digitimes,?",[0.02260299 0.93117476 0.0462222 ],negative,-0.9085718
"NYT pulls out of Apple News partnership,?",[0.03632858 0.8451456  0.11852587],negative,-0.808817
"Apple leaving adapters out of iPhone 12 box - analyst,?",[0.02691808 0.8659289  0.10715313],negative,-0.83901083
"Apple seen benefiting from chips play,?",[0.88592    0.03452098 0.07955899],positive,0.851399
"DOJ's Apple probe focusing on App Store payment rules - Bloomberg,?",[0.03301001 0.21180977 0.7551802 ],neutral,-0.17879976
"Apple re-closing 14 stores in Florida,?",[0.0165535  0.9209441  0.06250243],negative,-0.9043906
"Apple closes more stores amid spike in COVID-19 cases,?",[0.03500297 0.9354544  0.02954261],negative,-0.9004515
"UBS reviews names to watch in 'consumerization of healthcare',?",[0.03985327 0.03861342 0.9215333 ],neutral,0.001239859
"""Apple roundup: Acquires Fleetsmith, iPhone sales drop in China"",?",[0.01369316 0.9622523  0.02405448],negative,-0.94855917
"""Apple antitrust probe possible from DOJ, state AGs"",?",[0.04265797 0.56398755 0.39335448],negative,-0.5213296
"Big 5 tech stocks rallying further to new highs,?",[0.883144   0.04772787 0.06912811],positive,0.83541614
"""Apple targets raised on WWDC, iPhone optimism"",?",[0.3398715  0.06657223 0.5935562 ],neutral,0.27329928
"Apple WWDC: Macs leave Intel for custom silicon,?",[0.03398727 0.71872604 0.2472867 ],negative,-0.68473876
"Apple's chip will outperform Intel's Macs - analyst,?",[0.51694894 0.4130855  0.06996565],positive,0.10386345
"""Sonos to get acquired Apple may be lurking, Citron says"",?",[0.04999369 0.15029941 0.79970694],neutral,-0.10030572
"What's happening at Apple WWDC 2020,?",[0.03209466 0.06857307 0.8993323 ],neutral,-0.036478415
"Reopening-trade stocks stung as new COVID worries mount,?",[0.01751707 0.9662733  0.01620961],negative,-0.9487562
"Apple may announce Intel breakup Monday - NYT,?",[0.03874877 0.09503616 0.8662151 ],neutral,-0.056287386
"Apple closing some U.S. stores as coronavirus spikes,?",[0.01178137 0.9588372  0.02938138],negative,-0.9470558
"Microsoft calls for App Store antitrust investigations,?",[0.02563755 0.7733925  0.2009699 ],negative,-0.74775493
"Stocks jump early; oil tops $40/barrel,?",[0.58008164 0.23762341 0.18229493],positive,0.34245825
"Apple gets another price target boost from 5G iPhone,?",[0.92130566 0.02197836 0.05671598],positive,0.8993273
"Apple assembling new iPhone SE in India - The Information,?",[0.04660755 0.01037887 0.94301355],neutral,0.03622868
"France calls U.S. withdrawal from digital tax talks a 'provocation',?",[0.01596131 0.9331032  0.05093556],negative,-0.9171419
"Stocks stay little changed as Powell speaks again,?",[0.12041817 0.5133965  0.3661853 ],negative,-0.39297834
"""Apple price target raised on buybacks, macro improvement"",?",[0.8402344  0.04903516 0.11073046],positive,0.79119927
"Apple gets Street-high price target at Citi,?",[0.298292   0.15412518 0.5475828 ],neutral,0.14416683
"Fresh EU antitrust probes launched against Apple,?",[0.02441827 0.9012842  0.07429761],negative,-0.8768659
"Apple App Store ecosystem moved half-trillion dollars in commerce last year,?",[0.35401076 0.06568919 0.58030003],neutral,0.28832155
"Oppenheimer weighs potential bidders for AT&amp;T's games business,?",[0.05821555 0.00911543 0.93266904],neutral,0.04910012
Main Street has killed Wall Street during this rally.,[0.0237752  0.84605175 0.13017309],negative,-0.82227653
"Grantham on 'fourth great stock market event' in his career,?",[0.12305027 0.0945412  0.78240854],neutral,0.028509066
"""Apple launches racial equality initiative, confirms WWDC schedule"",?",[0.30316046 0.0202316  0.67660797],neutral,0.28292885
"""Apple price target raised on resilience, 5G iPhone"",?",[0.73925084 0.0572102  0.20353892],positive,0.68204063
"Apple price target raised on China smartphone recovery,?",[0.25517452 0.42504218 0.31978324],negative,-0.16986766
"Big Tech is getting even bigger,?",[0.30122396 0.04633706 0.652439  ],neutral,0.2548869
"Apple first phase of HQ return begins on June 15,?",[0.03777337 0.00609172 0.956135  ],neutral,0.031681657
"""Gundlach sees stocks falling, gold rising despite 'Superman' Powell's heavy lifting"",?",[0.10641881 0.76941925 0.12416193],negative,-0.66300046
"Apple launching Mac trade-ins at retail stores,?",[0.04032901 0.27764848 0.6820225 ],neutral,-0.23731947
"Apple's iPhones set to start July production - report,?",[0.08862403 0.1237201  0.7876559 ],neutral,-0.03509607
"Apple announcing Mac chips at WWDC - Bloomberg,?",[0.03697905 0.04448863 0.9185324 ],neutral,-0.007509582
"Wedbush's names to benefit from tech's rebound rampage,?",[0.8226159  0.01484753 0.16253655],positive,0.8077684
"Apple bull suggests DuckDuckGo purchase,?",[0.05182949 0.24605659 0.7021139 ],neutral,-0.1942271
"""Wedbush sees 5G feeding Apple bull case, heavy upside"",?",[0.17165436 0.15394324 0.67440236],neutral,0.017711118
"Apple seen riding App Store momentum even higher,?",[0.82147187 0.08288734 0.09564082],positive,0.7385845
"Apple is tracking looted iPhones,?",[0.04539472 0.17794886 0.77665645],neutral,-0.13255414
"Retailers slash iPhone prices in China as part of annual .18shopping festival,?",[0.01194201 0.96714383 0.02091414],negative,-0.9552018
"Apple reopening rest of Japan stores Wednesday,?",[0.06193769 0.54524875 0.39281365],negative,-0.48331106
"Nationwide protests force retail closures,?",[0.01448723 0.94611347 0.03939937],negative,-0.93162626
"""JPMorgan bullish on Apple on India potential, September launches"",?",[0.11740118 0.29994893 0.5826499 ],neutral,-0.18254775
"Leidos awarded $84.6M payment from VirnetX suit against Apple,?",[0.71153325 0.15058103 0.13788573],positive,0.5609522
"Apple nabs Martin Scorsese's next film,?",[0.06828283 0.6158584  0.3158588 ],negative,-0.54757553
"Apple bolsters AI portfolio through Inductiv acquisition,?",[0.84207964 0.00856692 0.14935341],positive,0.8335127
"'Almost thrown in the towel' -- Novogratz on fighting the tape,?",[0.08330799 0.411561   0.50513095],neutral,-0.32825303
"Apple to reopen 100 more U.S. stores this week - CNBC,?",[0.34914222 0.07988082 0.570977  ],neutral,0.26926142
"Apple to start reopening stores in Japan this week,?",[0.14961076 0.03557761 0.81481165],neutral,0.11403315
"Apple aims to boost original podcast game,?",[0.9216488  0.01106102 0.06729006],positive,0.9105878
"Big tech has a big problem in D.C.,?",[0.02734627 0.8475222  0.12513152],negative,-0.82017595
"Apple taking new AirPods to Vietnam - The Information,?",[0.11547317 0.04143209 0.84309477],neutral,0.074041076
"Apple buying older content for TV+ - Bloomberg,?",[0.06014485 0.06200975 0.8778454 ],neutral,-0.001864895
"Apple reopening 25 more U.S. stores,?",[0.26025152 0.22679362 0.51295483],neutral,0.033457905
"China pushes back against Huawei crackdown,?",[0.30464107 0.48137116 0.21398768],negative,-0.1767301
"Judge gives early OK to Apple's $310M-$500M throttling settlement,?",[0.17643104 0.39714944 0.4264195 ],neutral,-0.2207184
"Apple included in China's potential Huawei retaliation - report,?",[0.04461694 0.08092178 0.87446123],neutral,-0.03630484
"Taiwan Semiconductor confirms $12B U.S. plant,?",[0.1213451  0.25017717 0.62847775],neutral,-0.12883207
"""Apple roundup: Glasses in 2022, acquires NextVR"",?",[0.07275635 0.00716606 0.9200776 ],neutral,0.06559029
"""Despite spending slowdown, Nomura sees cloud computing boost in pandemic"",?",[0.8646534  0.04800994 0.0873366 ],positive,0.8166435
"Apple bull raises price target on 5G iPhone potential,?",[0.5680513  0.11596729 0.31598142],positive,0.452084
"iPhone sales slid in pandemic's April - KeyBanc,?",[0.01249819 0.9748868  0.01261508],negative,-0.9623886
"Apple reopening some U.S. stores next week,?",[0.12970108 0.14819522 0.7221037 ],neutral,-0.018494144
"Apple shifting some AirPods to Vietnam - report,?",[0.0685242  0.4740939  0.45738187],negative,-0.4055697
"Peacock available on Apple devices at July launch,?",[0.02557562 0.03268459 0.94173974],neutral,-0.007108979
