sentence,logit,prediction,sentiment_score
"TikTok rejects Microsoft bid for U S  operations,?",[0.0275363  0.8980959  0.07436781],negative,-0.87055963
"Apple loosens App Store rules on game streaming rivals (slightly),?",[0.04921665 0.8996112  0.05117216],negative,-0.85039455
"Game-streaming celebrity Ninja returns to Twitch,?",[0.03911549 0.14190404 0.81898046],neutral,-0.10278855
"Facebook harks back to origins with college-only Campus offering,?",[0.08315963 0.00916965 0.9076708 ],neutral,0.07398997
"EU regulator orders Facebook to stop transferring user data to America - WSJ,?",[0.02653112 0.90173346 0.07173541],negative,-0.87520236
"""Snap, Zynga, Facebook among biggest beneficiaries of Apple privacy-change reprieve"",?",[0.1833689  0.02181223 0.7948189 ],neutral,0.16155668
"Apple market cap falls below $2T; Fab 5 shed $900B in two days,?",[0.01456304 0.9639932  0.02144377],negative,-0.94943017
"Apple confirms it's delaying privacy measures in iOS 14,?",[0.05768793 0.67761964 0.26469246],negative,-0.6199317
"""Facebook, Twitter flag Trump posts about voting twice"",?",[0.0384227  0.22437489 0.73720235],neutral,-0.18595219
"Apple on pace for biggest one-day drop in market cap in history at $150B,?",[0.0176061  0.95670485 0.0256891 ],negative,-0.9390988
"Apple said to delay iOS privacy change upsetting ad market - report,?",[0.02326627 0.91237086 0.06436282],negative,-0.8891046
"Facebook blocking U S  political ad purchases week before election,?",[0.01837269 0.8809229  0.10070436],negative,-0.8625502
"Facebook says it may remove content to reduce regulatory risk,?",[0.0238117  0.8871995  0.08898886],negative,-0.8633878
"Megacaps looking increasingly Teflon: At the Open,?",[0.09424517 0.24572133 0.66003346],neutral,-0.15147614
"Facebook threatens to pull the plug on news sharing Down Under,?",[0.01629837 0.92960244 0.05409919],negative,-0.9133041
"Longtime Facebook veteran and partnerships leader resigns,?",[0.0206828  0.91740215 0.06191499],negative,-0.89671934
"Zuckerberg says Facebook erred in not removing militia post,?",[0.03454487 0.73032844 0.23512673],negative,-0.69578356
"Publishers face hit from upcoming Apple privacy controls,?",[0.02106348 0.9438662  0.03507029],negative,-0.9228027
"""Facebook, Google withdraw FCC request for undersea cable to Hong Kong"",?",[0.07929968 0.30022085 0.62047946],neutral,-0.22092116
"""Facebook's Zuckerberg fires at Apple over App Store, ad changes"",?",[0.02208268 0.8931331  0.08478424],negative,-0.8710504
"White House interviewing replacements for FTC head - Politico,?",[0.03265485 0.27652895 0.6908162 ],neutral,-0.2438741
"Facebook allows mainland China ad targeting despite longtime block,?",[0.04930444 0.02109576 0.92959976],neutral,0.028208688
"""Facebook says Apple wouldn't let it notify purchasers about its 30% cut, claimed it was &quot;irrelevant&quot;"",?",[0.04515661 0.7842689  0.17057444],negative,-0.7391123
"FAANG (S)  A surging Salesforce makes its case for tech titan inclusion,?",[0.61935997 0.05643936 0.3242007 ],positive,0.56292063
"Facebook says new iOS update could trim in-app ad business by more than half,?",[0.02167504 0.9435067  0.0348182 ],negative,-0.92183167
"""Facebook adds Shop tab, expands Shops and Instagram checkout; BIGC +21%"",?",[0.42340237 0.03029178 0.5463059 ],neutral,0.3931106
"""One-third of Americans use TikTok, according to the company"",?",[0.03311225 0.05375768 0.91313004],neutral,-0.020645436
"Facebook gets Street-high target from UBS on shopping potential,?",[0.7989777  0.11049883 0.09052351],positive,0.6884788
"""Facebook +2% alongside price target increases, Reels praise"",?",[0.5320041  0.02486775 0.4431281 ],positive,0.50713634
"What's powering small cap value ETFs  A relentless US consumer,?",[0.10147673 0.1544742  0.7440491 ],neutral,-0.05299747
"""Facebook losing marketing chief, preparing post-election protections"",?",[0.05105063 0.32864845 0.6203009 ],neutral,-0.2775978
"Facebook tries to appease regulators with support for data portability,?",[0.44690245 0.06746957 0.4856279 ],neutral,0.3794329
"""News publishers jump into Apple fray, criticizing App Store terms"",?",[0.02720121 0.8828155  0.08998325],negative,-0.85561424
"FTC interviews Zuckerberg in its Facebook antitrust probe - Politico,?",[0.03133713 0.36625895 0.6024039 ],neutral,-0.33492184
"Facebook wins court approval to settle biometric privacy lawsuit,?",[0.8366381  0.09556916 0.06779265],positive,0.74106896
"""Facebook cracks down on content, accounts linked to QAnon theory with new violence policy"",?",[0.02043071 0.91342145 0.06614776],negative,-0.8929907
"Facebook will remove Trump posts for violations - COO Sandberg,?",[0.02123117 0.8414669  0.13730198],negative,-0.8202357
"Buffett finds profits - not religion - in GOLD  But other miners may warrant more attention,?",[0.42338827 0.07340339 0.5032083 ],neutral,0.34998488
"""Melvin Capital picks Google, Docusign, slashes Amazon, Netflix stake"",?",[0.0344606  0.6855591  0.27998036],negative,-0.6510985
"""Whale Rock adds Square, NXP Semiconductors; sheds Intel, Walt Disney"",?",[0.17435081 0.01863642 0.8070128 ],neutral,0.1557144
"Instagram to embed Facebook messenger functionality,?",[0.03629413 0.06163281 0.902073  ],neutral,-0.02533868
"""Lone Pine Capital exits BABA, adds Booking"",?",[0.05286091 0.6063238  0.3408153 ],negative,-0.55346286
"""Saudi Wealth Fund switches investment to ETFs from blue-chip stocks, exits Boeing, Citi, Facebook"",?",[0.12942363 0.01283028 0.85774606],neutral,0.11659336
"""Duquesne adds JPMorgan, exits Abbott, cuts Alphabet"",?",[0.02599968 0.86192405 0.11207619],negative,-0.8359244
"Appaloosa (David Tepper) adds new stakes in AT&amp;T; trims Facebook position,?",[0.05630256 0.7822467  0.16145068],negative,-0.72594416
"""3G Capital buys stakes in Fastly, Zoom, while sheds Alibaba, Facebook"",?",[0.19817872 0.01800656 0.7838147 ],neutral,0.18017216
"""Facebook criticizes Apple store fees, joining growing dispute"",?",[0.01897719 0.93656474 0.04445798],negative,-0.9175876
"""Baupost hedge fund sheds Cheniere Energy, trims stakes in Colony Capital, PG&amp;E, Univar, Facebook"",?",[0.07050913 0.66770554 0.26178536],negative,-0.5971964
"""Facebook, Snap held talks to buy TikTok rival Dubsmash - report"",?",[0.08757661 0.01790883 0.89451456],neutral,0.06966778
"Facebook policy hits political content disguised as news - Axios,?",[0.03488418 0.40214306 0.5629727 ],neutral,-0.36725888
"""Second-half Internet stocks: More of the new trends, Baird says"",?",[0.08464602 0.0204219  0.89493203],neutral,0.064224124
"""Shell Asset adds Microsoft, cuts Apple, exits Anglogold Ashanti"",?",[0.03212334 0.8125273  0.1553494 ],negative,-0.780404
"How will stocks perform under different U S  election scenarios ,?",[0.05865536 0.01029394 0.9310507 ],neutral,0.04836142
"Facebook relaxed misinfo rules for conservatives - NBC News,?",[0.0788803  0.37869808 0.5424216 ],neutral,-0.2998178
"IZEA marketplace Shake adds Instagram Reels alongside TikTok,?",[0.0759641  0.40049398 0.5235419 ],neutral,-0.3245299
"Sanders goes after pandemic wealth gains as Biden moves closer on taxes,?",[0.3838534  0.2923531  0.32379344],positive,0.09150031
"Facebook extends remote work policy to summer 2021,?",[0.21433441 0.01998583 0.7656797 ],neutral,0.19434859
"Snap pares losses as top TikTok personality looks more to Snapchat,?",[0.08680385 0.8001269  0.11306921],negative,-0.71332306
"Social stocks diverge after report of Microsoft's interest in all of TikTok,?",[0.0217072  0.92516    0.05313285],negative,-0.9034528
"""Facebook, Twitter, YouTube remove Trump posts over coronavirus misinformation"",?",[0.01570477 0.9223876  0.06190765],negative,-0.90668285
"Instagram tackles TikTok challenge with debut of Reels feature,?",[0.636832   0.0808139  0.28235415],positive,0.5560181
"Vornado Realty leases Farley Building to Facebook,?",[0.0381753  0.02941891 0.9324058 ],neutral,0.008756395
"""Apple, Amazon, Microsoft, Google and Facebook confound index skeptics, as their earnings beats drive the S&amp;P 500 to even greater concentration"",?",[0.17087832 0.5019194  0.3272023 ],negative,-0.33104107
"Megacap tech surge forces a rethink: fundamentals or multiple expansion ,?",[0.17124252 0.03441006 0.7943474 ],neutral,0.13683246
"TikTok rescue by Microsoft could make sense - Wedbush,?",[0.14126839 0.14559145 0.7131402 ],neutral,-0.0043230653
"""With Facebook boycott wrapping, GM says it's not resuming ad spend; what about other brands "",?",[0.04494682 0.5957907  0.35926247],negative,-0.5508439
"Facebook launching music videos this weekend,?",[0.0435668  0.2527583  0.70367485],neutral,-0.2091915
"Social stocks mostly calm amid Microsoft-TikTok talk,?",[0.05233287 0.70368844 0.2439786 ],negative,-0.65135556
"""Facebook surge leads tech megacaps higher, but Alphabet stumbles"",?",[0.08070119 0.8823962  0.03690257],negative,-0.80169505
"Facebook analysts cautious on ad revenue growth,?",[0.03196766 0.8768601  0.09117226],negative,-0.84489244
"""Australia to force Google, Facebook to pay for news content"",?",[0.03489754 0.76899624 0.19610624],negative,-0.7340987
"Facebook finally securing rights to music videos - Bloomberg,?",[0.8758494  0.02232642 0.10182423],positive,0.853523
"""Big tech - Apple, Amazon, Facebook, Alphabet show rally was no fluke "",?",[0.10723399 0.05258198 0.84018403],neutral,0.054652013
"""Search trends point to ongoing interest in games, e-commerce"",?",[0.5382135  0.01585332 0.44593325],positive,0.5223602
"""Facebook +1 6% as ad revenues, users drive easy Q2 beat"",?",[0.449648   0.1031021  0.44724986],positive,0.34654588
"""Facebook EPS beats by $0 40, beats on revenue and active users, shares +5%"",?",[0.77875125 0.04583223 0.17541651],positive,0.73291904
"""Amazon, Google, Apple and Facebook report earnings after the close"",?",[0.07512585 0.10323857 0.8216356 ],neutral,-0.028112717
"Facebook Q2 2020 Earnings Preview,?",[0.06038781 0.29640338 0.6432088 ],neutral,-0.23601556
"Key House tech antitrust hearing under way after delay (updated),?",[0.04208205 0.20505492 0.75286305],neutral,-0.16297287
"""CEOs of Amazon, Google, Apple and Facebook testify before Congress"",?",[0.02394483 0.02664692 0.9494083 ],neutral,-0.0027020946
"Instagram making 'lucrative offers' to TikTok creators - WSJ,?",[0.512951   0.05742479 0.42962417],positive,0.45552623
"""Facebook moves earnings to Thursday, with Zuckerberg's conflict"",?",[0.07225733 0.54250896 0.38523367],negative,-0.47025162
"""Ahead of testimony, Facebook, Twitter, Snapchat under fire from Presidential campaigns"",?",[0.02962731 0.72589624 0.2444765 ],negative,-0.6962689
"House's tech antitrust hearing reset for Wednesday,?",[0.03944139 0.41795248 0.5426061 ],neutral,-0.3785111
"House delays high-profile tech antitrust hearing,?",[0.02275097 0.87640053 0.10084848],negative,-0.85364956
"House's tech-antitrust hearing likely headed for delay,?",[0.02667787 0.8293273  0.14399491],negative,-0.80264944
"Facebook proposing $650M to settle class-action case over biometrics,?",[0.28146327 0.18030156 0.5382351 ],neutral,0.1011617
"""Twitter +7 9% as monetizable users, subscription potential steal focus from ad-sales disappointment"",?",[0.16754527 0.6607709  0.1716838 ],negative,-0.49322563
"Telecom takes a first step in helping sector as a whole,?",[0.7444374  0.01001425 0.24554841],positive,0.73442316
"Facebook expected to join Twitter in action against QAnon theories,?",[0.04303103 0.56152505 0.395444  ],negative,-0.518494
"Reinvention separates megacaps from dot-com 셲 winners   JMP 셲 Lehmann,?",[0.09967228 0.46488777 0.4354399 ],negative,-0.36521548
"WhatsApp testing credit offering to India users - TechCrunch,?",[0.4852159  0.02445981 0.4903243 ],neutral,0.4607561
"Energy stocks giving back gains as inventory concerns rise,?",[0.28031197 0.6244085  0.09527954],negative,-0.3440965
"Snap remarks offer lens into Q3 expectations; social stocks dip,?",[0.01565088 0.9516461  0.03270307],negative,-0.9359952
"""Disney, Facebook's No 1 advertiser, slashes its spend"",?",[0.01474814 0.96247184 0.02278006],negative,-0.9477237
"""FTC could depose Zuckerberg, Sandberg in Facebook probe - WSJ"",?",[0.02755474 0.76858366 0.2038616 ],negative,-0.7410289
"""Twitter hack, Disney downgrade dent Communication Services"",?",[0.0182706  0.9021134  0.07961603],negative,-0.88384277
"Facebook preps global launch of TikTok competitor - NBC,?",[0.06135632 0.02363331 0.91501033],neutral,0.03772301
"EU top court strikes down data-sharing deal with U S ,?",[0.0196225  0.938655   0.04172251],negative,-0.9190325
"These big tech names are integral to Fund's S&amp;P-beating strategy,?",[0.10892107 0.00614568 0.88493323],neutral,0.102775395
"""Facebook, Sony boost game hardware production to feed hungry market - Nikkei"",?",[0.82782924 0.06958646 0.10258426],positive,0.7582428
"""Google favoring YouTube results over rivals, WSJ says"",?",[0.60140866 0.19550304 0.20308836],positive,0.4059056
"""Jefferies raises targets on Facebook, rivals amid improving ad market"",?",[0.92178375 0.01408905 0.06412727],positive,0.9076947
"Megacaps rejoin the party with stocks set for broad-based rally,?",[0.36602402 0.11301125 0.52096474],neutral,0.25301278
"""Deconstruct FAANG stocks, and the 'N' should be replaced with another"",?",[0.09224724 0.0571586  0.85059416],neutral,0.03508864
"Facebook mulls political ad blackout before U S  election - Bloomberg,?",[0.03426752 0.42891756 0.5368149 ],neutral,-0.39465004
"Social Capital CEO builds short case for Facebook and Alphabet,?",[0.13613483 0.01531173 0.8485535 ],neutral,0.12082311
"Supreme Court will review Facebook's unsolicited text appeal,?",[0.03905547 0.13334842 0.82759607],neutral,-0.094292946
"Facebook civil rights audit dings 'weaponized' platform,?",[0.03682072 0.4302534  0.53292584],neutral,-0.39343268
"Facebook meeting disappointed civil rights groups,?",[0.02189349 0.895865   0.08224151],negative,-0.8739715
"Facebook accused of 'unkept promises' by the DNC,?",[0.0179823  0.92403555 0.05798224],negative,-0.90605325
"Social media stocks in focus as Facebook faces day of diplomacy,?",[0.21235    0.19700041 0.59064955],neutral,0.015349582
"Facebook 'stands firmly against hate' - Sandberg,?",[0.1748304  0.07084361 0.75432605],neutral,0.1039868
"Facebook meets with social justice leaders over boycott,?",[0.03010112 0.84765923 0.12223957],negative,-0.8175581
"Instagram testing Reels feature in India,?",[0.06296122 0.29193977 0.645099  ],neutral,-0.22897854
"""Facebook, WhatsApp stop processing Hong Kong data requests"",?",[0.0467173  0.5692624  0.38402033],negative,-0.5225451
"""Twitter, Facebook to face free speech test in Hong Kong"",?",[0.11745083 0.15952832 0.72302085],neutral,-0.04207749
"Sony PlayStation pulls ads from Facebook until end of month,?",[0.0156013  0.90667474 0.07772397],negative,-0.89107347
"Facebook adds banners to encourage mask wearing,?",[0.12251903 0.09519766 0.78228325],neutral,0.027321368
"""Facebook's Zuckerberg, Sandberg set Tuesday meeting with boycott organizers"",?",[0.03933503 0.4923256  0.46833932],negative,-0.45299056
"""Facebook to discontinue Lasso, TikTok clone"",?",[0.04870263 0.41436276 0.5369346 ],neutral,-0.36566013
"Facebook ad boycott could stretch until November - Needham,?",[0.03081551 0.6135231  0.35566133],negative,-0.5827076
"Big Tech CEOs set to testify before Congress,?",[0.05418843 0.06124178 0.8845698 ],neutral,-0.0070533454
"Facebook's Zuckerberg expects advertisers back 'soon enough' - report,?",[0.3184073  0.10729025 0.57430243],neutral,0.21111706
"Facebook agrees to brand-safety audit - Adweek,?",[0.7924306  0.02943946 0.17812996],positive,0.76299113
"Constellation Brands joins the list of companies halting ads on social media,?",[0.04121647 0.5137289  0.4450546 ],negative,-0.47251245
"Twitch cementing dominance with new record quarter - report,?",[0.8482322  0.06679264 0.08497515],positive,0.78143954
"""Facebook responds to boycott, offers to meet with organizers; shares rising"",?",[0.84439236 0.09125435 0.06435325],positive,0.753138
"Gaming and Internet ETFs top the competition in historic first half,?",[0.46711653 0.04760727 0.48527622],neutral,0.41950926
"Facebook calls mass meeting of advertisers amid boycott,?",[0.03218385 0.72176874 0.2460474 ],negative,-0.6895849
"Chinese Internet giants stride as U S  counterparts face headwinds,?",[0.0295852  0.9213323  0.04908255],negative,-0.8917471
"HP pulls its U S  Facebook ads,?",[0.01517309 0.92784137 0.05698555],negative,-0.9126683
"Microsoft pauses global Facebook ads - Axios,?",[0.03483967 0.58127093 0.3838894 ],negative,-0.54643124
"Several more advertisers pull social media ad spending,?",[0.01509336 0.9406372  0.04426947],negative,-0.9255438
"Clorox cutting Facebook advertising through December,?",[0.01959968 0.90413177 0.07626859],negative,-0.8845321
"Social media stocks keep sliding premarket on revenue concerns,?",[0.01335668 0.9621906  0.02445268],negative,-0.94883394
"""Buy the dips in Facebook, says sell-side bull"",?",[0.04049814 0.05571628 0.9037856 ],neutral,-0.015218142
"Facebook ad boycott campaign set to go global,?",[0.04592916 0.0841663  0.8699046 ],neutral,-0.038237132
"Starbucks joins companies stopping ads on social media,?",[0.02201718 0.86413413 0.11384869],negative,-0.84211695
"""Diageo, following peers, takes a step back from social media"",?",[0.41239965 0.09358083 0.49401954],neutral,0.3188188
"Hershey pauses advertising on Facebook and Instagram,?",[0.02916965 0.61799675 0.35283363],negative,-0.5888271
"Coca-Cola to pause all social media advertising,?",[0.03600662 0.47459513 0.4893983 ],neutral,-0.4385885
"Facebook and financials send Wall Street reeling,?",[0.01687415 0.91351837 0.06960751],negative,-0.89664423
"""Zuckerberg announces Facebook policies on voting info, hate speech"",?",[0.03110494 0.04673655 0.92215854],neutral,-0.015631609
"P&amp;G review could be new bombshell for digital ad companies,?",[0.13739271 0.01706105 0.8455462 ],neutral,0.12033167
"""Unilever halting ads on Facebook, Twitter for 2020"",?",[0.02479671 0.8059665  0.16923688],negative,-0.7811698
"Facebook looks to contain spread of ad boycott; shares -6 4%,?",[0.1930248  0.06435172 0.7426235 ],neutral,0.12867308
"Verizon pausing Facebook ads as boycott gains momentum,?",[0.04661991 0.6075126  0.34586748],negative,-0.5608927
"""Baird lifts Facebook, Alphabet targets on ad recovery"",?",[0.23524259 0.03234118 0.7324162 ],neutral,0.20290141
"Google weighs alternatives for Hong Kong undersea cable,?",[0.08633519 0.04245861 0.8712062 ],neutral,0.043876577
"Big 5 tech stocks rallying further to new highs,?",[0.883144   0.04772787 0.06912811],positive,0.83541614
"Facebook shuts down entry-level Oculus Go VR headset,?",[0.01233806 0.9443481  0.04331376],negative,-0.93201005
"Ben &amp; Jerry's considers jumping on the 'boycott Facebook' train,?",[0.04959217 0.5202145  0.43019328],negative,-0.47062233
"Direxion gives details on WFH ETF,?",[0.02199676 0.03144824 0.946555  ],neutral,-0.009451484
"""Microsoft closing Mixer, moving content to Facebook Gaming"",?",[0.06972461 0.0102865  0.91998893],neutral,0.059438113
"""Patagonia, REI join Facebook ad boycott"",?",[0.03011869 0.782124   0.1877573 ],negative,-0.7520053
"The North Face joins ad boycott of Facebook,?",[0.02668694 0.85089403 0.12241902],negative,-0.82420707
"Dentsu agency urges clients to support Facebook ad boycott,?",[0.09416267 0.4374974  0.46833995],neutral,-0.34333473
"Stocks end choppy day right at flatline,?",[0.03452041 0.8343928  0.13108674],negative,-0.7998724
"Facebook pulls Trump campaign ad featuring controversial symbol,?",[0.02364929 0.87446964 0.10188104],negative,-0.85082036
"Facebook files suits tied to use of automation software,?",[0.03228017 0.54493403 0.4227858 ],negative,-0.5126539
"France calls U S  withdrawal from digital tax talks a 'provocation',?",[0.01606855 0.9313197  0.05261177],negative,-0.91525114
"J P  Morgan shores up top picks in online ad rebound,?",[0.79300034 0.03173415 0.17526546],positive,0.7612662
"DOJ proposals against online platforms could come today - WSJ,?",[0.04804708 0.48378733 0.4681656 ],negative,-0.43574023
"Facebook's Jio investment under antitrust review,?",[0.04868279 0.2196543  0.73166287],neutral,-0.17097151
"Facebook sharpens transparency rule to close political-ad loophole,?",[0.5224302  0.10783269 0.3697372 ],positive,0.4145975
"""House Intel panel to hear from Facebook, Google, Twitter"",?",[0.05753838 0.01707713 0.9253845 ],neutral,0.040461253
"Oppenheimer weighs potential bidders for AT&amp;T's games business,?",[0.05821556 0.00911544 0.93266904],neutral,0.049100127
"Visa helps launch payments on WhatsApp in Brazil,?",[0.61249727 0.01896613 0.3685366 ],positive,0.59353113
"WhatsApp launches digital payments in Brazil,?",[0.02720037 0.01961259 0.953187  ],neutral,0.007587783
"Main Street has killed Wall Street during this rally  Here are the stocks they're buying,?",[0.0442716 0.3332743 0.6224541],neutral,-0.28900272
"Grantham on 'fourth great stock market event' in his career,?",[0.12305027 0.09454122 0.78240854],neutral,0.028509043
"""DOJ, FTC fighting over handling Facebook/Giphy probe - Politico"",?",[0.01889936 0.92691374 0.05418693],negative,-0.90801436
"Facebook pausing Giphy integration amid probe - Reuters,?",[0.01778707 0.921523   0.06069003],negative,-0.90373594
"""Facebook, Giphy deal probed by UK regulator"",?",[0.04067016 0.5872477  0.37208208],negative,-0.5465776
"What is free speech on social media ,?",[0.04460996 0.06154094 0.8938491 ],neutral,-0.016930986
"Cox returns as Facebook head of product,?",[0.09083878 0.04270605 0.86645514],neutral,0.04813273
"Facebook establishing a 'multi-million dollar' venture fund,?",[0.16794091 0.01210348 0.8199556 ],neutral,0.15583743
"""Higher online media targets from BofA, as trends look up"",?",[0.91768235 0.01461524 0.06770245],positive,0.9030671
"""Gundlach sees stocks falling, gold rising despite 'Superman' Powell's heavy lifting"",?",[0.10641883 0.76941925 0.12416198],negative,-0.6630004
"""Goldman raises Facebook target on Shops, Checkout potential"",?",[0.6623162  0.03871999 0.29896381],positive,0.6235962
"Zuckerberg pledges to review some Facebook content policies,?",[0.08388711 0.00914307 0.9069698 ],neutral,0.07474404
"Facebook slaps labels on state-controlled media,?",[0.01605346 0.91796273 0.06598382],negative,-0.9019093
"Why isn't Facebook using Oversight Board for Trump posts ,?",[0.03371833 0.35518852 0.6110931 ],neutral,-0.3214702
"Snapchat stops promoting Trump content after comments,?",[0.02526868 0.7570367  0.21769467],negative,-0.731768
"""Facebook and PayPal invest in Indonesian ride-hailing, payments app"",?",[0.17839567 0.0065703  0.81503403],neutral,0.17182538
"U S  launches probe into foreign digital taxes,?",[0.0515044  0.5764237  0.37207183],negative,-0.5249193
"Zuckerberg defends easy approach on Trump posts,?",[0.1365778  0.06204139 0.8013809 ],neutral,0.07453641
"""Walkout underway at Facebook, virtually, in protest of policies"",?",[0.02016534 0.919634   0.06020062],negative,-0.89946866
"""Trump, Zuckerberg talk amid social media crackdown"",?",[0.05816315 0.41394415 0.5278927 ],neutral,-0.35578102
"Trump signs executive order targeting social media,?",[0.0540915  0.6037708  0.34213772],negative,-0.5496793
"""Twitter doubles down on labeling, even under threat"",?",[0.06997627 0.78164554 0.14837827],negative,-0.71166927
"Google reportedly exploring stake in Vodafone Idea,?",[0.05719833 0.01374731 0.9290543 ],neutral,0.043451022
"Zuckerberg responds to threats against social media,?",[0.05393753 0.31295192 0.6331105 ],neutral,-0.2590144
"Trump order to enable punishment for social media - WP,?",[0.07460954 0.02951082 0.8958797 ],neutral,0.045098722
"Trump to sign executive order on social media tomorrow - WH,?",[0.23420782 0.13775817 0.628034  ],neutral,0.09644966
"'Almost thrown in the towel' -- Novogratz on fighting the tape,?",[0.08330799 0.411561   0.50513095],neutral,-0.32825303
"""In volatile market, Morgan Stanley chooses secular growth winners"",?",[0.16008712 0.01865648 0.82125646],neutral,0.14143065
"Stay-at-home selloff continues as economy revs up,?",[0.30249873 0.45779353 0.23970774],negative,-0.1552948
"Facebook Shops could bring $7B profits by 2023 - Citi,?",[0.12591784 0.01741288 0.85666925],neutral,0.10850495
"President threatens social media companies,?",[0.02376155 0.84593177 0.13030672],negative,-0.8221702
"""JioMart online grocery service takes on Amazon, Flipkart"",?",[0.0355708  0.0351454  0.92928386],neutral,0.00042539835
"Tech giants could be under review for online bias,?",[0.03953495 0.7732122  0.18725288],negative,-0.73367727
"Facebook shifting more permanently to remote work,?",[0.04868661 0.33097008 0.62034327],neutral,-0.28228348
"Facebook +2 3% as Stifel bumps price target,?",[0.29733208 0.62129635 0.08137155],negative,-0.32396427
"Big tech has a big problem in D C ,?",[0.02225886 0.8997789  0.07796221],negative,-0.87752
"Amazon makes its move into big-budget gaming,?",[0.18814537 0.02475479 0.78709984],neutral,0.16339058
"10 rules to return to the Facebook office,?",[0.03114419 0.10112117 0.8677347 ],neutral,-0.06997698
"Visa employees granted WFH status through year end,?",[0.11004139 0.02839917 0.86155945],neutral,0.08164222
"Facebook +3 1% as it rolls out Shops feature,?",[0.29924574 0.05915823 0.641596  ],neutral,0.24008751
"""Facebook, HP Inc  hit highs after Najarian's options mention"",?",[0.4097855  0.18922476 0.4009897 ],positive,0.22056074
"Disney -1 2% as Loop moves to sideline,?",[0.0702906  0.50166607 0.42804337],negative,-0.43137547
"General Atlantic follows Facebook and Vista Equity with Jio investment,?",[0.02614026 0.01137403 0.96248573],neutral,0.01476623
